"Financial Year","Name","Party Group","Total Receipts","Total Payments","Total Debts","Total Discretionary Benefits"
"1999-2000","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","9303","9978","0","0"
"1999-2000","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","15162","11707","0","0"
"1999-2000","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","0","0","0","0"
"1999-2000","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","0","0","0","0"
"1999-2000","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","0","77","0","0"
"1999-2000","Citizens Electoral Council of Australia","","1113220","1117640","1152806","0"
"1999-2000","Country Liberal Party (NT)","","632123","660202","19490","0"
"1999-2000","CTA Child Protection (Elaine Nile) Party","","200","0","200","0"
"1999-2000","Democratic Labour Party","Democratic Labor Party","19087","12568","0","0"
"1999-2000","Democratic Socialist Electoral League","","0","0","0","0"
"1999-2000","Help End Marijuana Prohibition","","500","0","0","0"
"1999-2000","Hope Party Australia - ethics equality ecology","","58107","57993","18500","0"
"1999-2000","Liberal Party (W.A. Division) Inc","Liberal","1151904","1238070","167099","0"
"1999-2000","Liberal Party of Australia","Liberal","3843967","3940216","4988007","0"
"1999-2000","Liberal Party of Australia - ACT Division","Liberal","240997","275534","205322","0"
"1999-2000","Liberal Party of Australia - Queensland Division","Liberal","1447672","1505807","75770","0"
"1999-2000","Liberal Party of Australia - Tasmanian Division","Liberal","170561","221369","7027","0"
"1999-2000","Liberal Party of Australia (S.A. Division)","Liberal","1085402","877658","19203","0"
"1999-2000","Liberal Party of Australia (Victorian Division)","Liberal","7705474","10101732","155807","0"
"1999-2000","Liberal Party of Australia, NSW Division","Liberal","3547253","2255126","56514","0"
"1999-2000","National Party of Australia","The Nationals","258317","212905","23806","0"
"1999-2000","National Party of Australia - N.S.W.","The Nationals","1936038","1713130","997160","0"
"1999-2000","National Party of Australia - Victoria","The Nationals","1251853","1477592","52848","0"
"1999-2000","National Party of Australia (Queensland)","The Nationals","1190598","1297277","320522","0"
"1999-2000","National Party of Australia (S.A.) Inc.","The Nationals","19530","16502","0","0"
"1999-2000","National Party of Australia (WA) Inc","The Nationals","362422","428415","352263","0"
"1999-2000","Natural Law Party","Natural Law Party","4595","4659","1585","0"
"1999-2000","Natural Law Party (ACT Branch)","Natural Law Party","0","0","0","0"
"1999-2000","Natural Law Party (NSW Branch)","Natural Law Party","0","60","814","0"
"1999-2000","Natural Law Party (NT Branch)","Natural Law Party","0","0","0","0"
"1999-2000","Natural Law Party (Qld Branch)","Natural Law Party","0","0","0","0"
"1999-2000","Natural Law Party (SA Branch)","Natural Law Party","15","33","30203","0"
"1999-2000","Natural Law Party (Tas Branch)","Natural Law Party","0","0","0","0"
"1999-2000","Natural Law Party (Vic Branch)","Natural Law Party","0","0","0","0"
"1999-2000","Natural Law Party (WA Branch)","Natural Law Party","250","300","0","0"
"1999-2000","No Goods and Services Tax Party","","369","369","0","0"
"1999-2000","Non-Custodial Parents Party","","0","250","5233","0"
"1999-2000","Nuclear Disarmament Party of Australia","","0","0","0","0"
"1999-2000","One Nation SA","One Nation","85581","75540","290","0"
"1999-2000","One Nation Victoria","One Nation","10716","3516","0","0"
"1999-2000","Pauline Hanson's One Nation","One Nation","0","0","0","0"
"1999-2000","Pauline Hanson's One Nation","One Nation","5225","4862","0","0"
"1999-2000","Pauline Hanson's One Nation","One Nation","506658","808375","0","0"
"1999-2000","Pauline Hanson's One Nation - QLD","One Nation","155472","180575","0","0"
"1999-2000","Pauline Hanson's One Nation - WA","One Nation","121549","112346","0","0"
"1999-2000","Pensioner & C.I.R. Alliance","","0","0","0","0"
"1999-2000","Phil Cleary - Independent Australia","","3500","2982","0","0"
"1999-2000","Progress Party of Australia","","0","0","0","0"
"1999-2000","Progressive Labour Party","","16745","16669","394","0"
"1999-2000","Queensland First","","0","0","0","0"
"1999-2000","Queensland Greens","The Greens","32106","36454","3857","0"
"1999-2000","Rebuild Australia Party","","0","0","0","0"
"1999-2000","Republican Party of Australia","","36222","35576","0","0"
"1999-2000","Socialist Equality Party","","177750","186138","100","0"
"1999-2000","Tasmania First Party","","11929","4930","320","0"
"1999-2000","Tasmanian Independent Senator Brian Harradine Group","","1122","11502","0","0"
"1999-2000","Taxi Operators Political Service (Oceania)","","5265","4782","42604","0"
"1999-2000","The ACT Greens - ACT","The Greens","22387","16840","740","0"
"1999-2000","The Australian Greens - Victoria","The Greens","70993","67805","4428","0"
"1999-2000","The Greens (WA) Inc","The Greens","178084","82843","0","0"
"1999-2000","The Greens NSW","The Greens","431507","338698","93952","0"
"1999-2000","Unity - Say No To Hanson","","160560","171002","2000","0"
"1999-2000","Young National Party of Australia","The Nationals","1200","3421","0","0"
"1998-1999","A Better Future For Our Children","","2563","3104","0","0"
"1998-1999","Advance Australia Party","","495","430","0","0"
"1998-1999","Australia First Party","","84264","118386","2000","0"
"1998-1999","Australian Bill of Rights Group","","0","0","0","0"
"1998-1999","Australian Democrats","Democrats","3355333","2295759","59129","0"
"1998-1999","Australian Democrats ACT Division","Democrats","56820","56470","799","0"
"1998-1999","Australian Democrats NSW Division","Democrats","533910","554600","248639","0"
"1998-1999","Australian Democrats Queensland Division","Democrats","208598","186154","0","0"
"1998-1999","Australian Democrats SA Division","Democrats","243476","225686","1586","0"
"1998-1999","Australian Democrats Tasmanian Division","Democrats","62896","63096","0","0"
"1998-1999","Australian Democrats Victorian Division","Democrats","197230","224438","1108","0"
"1998-1999","Australian Democrats, Western Australian Division","Democrats","89484","92147","8886","0"
"1998-1999","Australian Greens","The Greens","47497","40782","6822","0"
"1998-1999","Australian Greens SA - SA","The Greens","13901","12714","2150","0"
"1998-1999","Australian Greens, Northern Territory Branch","The Greens","17903","17976","73","0"
"1998-1999","Australian Greens, Tasmanian Branch","The Greens","382816","405389","0","0"
"1998-1999","Australian Labor Party (ACT Branch)","Australian Labor Party","459165","368602","8865","0"
"1998-1999","Australian Labor Party (ALP)","Australian Labor Party","20329737","20294641","1538048","0"
"1998-1999","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","23430611","19910466","4454625","0"
"1998-1999","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","190009","157116","92099","0"
"1998-1999","Australian Labor Party (South Australian Branch)","Australian Labor Party","1256089","1323820","31837","0"
"1998-1999","Australian Labor Party (State of Queensland)","Australian Labor Party","7114339","7954214","195147","0"
"1998-1999","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","513404","1047890","35376","0"
"1998-1999","Australian Labor Party (Victorian Branch)","Australian Labor Party","7271190","5584901","171717","0"
"1998-1999","Australian Labor Party (Western Australian Branch)","Australian Labor Party","1814645","1657359","659349","0"
"1998-1999","Australian Reform Party","","5236","3145","5087","0"
"1998-1999","Australian Shooters Party","","8905","71","12000","0"
"1998-1999","Australian Women's Party","","8410","10194","0","0"
"1998-1999","Australians Against Further Immigration","Australians Against Further Immigration","258","2010","0","0"
"1998-1999","Australians Against Further Immigration - NSW","Australians Against Further Immigration","942","924","0","0"
"1998-1999","Australians Against Further Immigration - SA","Australians Against Further Immigration","0","0","0","0"
"1998-1999","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","0","0","0","0"
"1998-1999","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","1220","1220","0","0"
"1998-1999","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","46007","46031","530","0"
"1998-1999","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","45587","45593","0","0"
"1998-1999","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","27534","29856","0","0"
"1998-1999","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","711229","664261","130421","0"
"1998-1999","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","10940","14459","0","0"
"1998-1999","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","572","670","0","0"
"1998-1999","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","580","0","0","0"
"1998-1999","Citizens Electoral Council of Australia","","1077982","1082531","1021147","0"
"1998-1999","Common Cause - No Aircraft Noise","","29573","30822","5500","0"
"1998-1999","Country Liberal Party (NT)","","782459","866753","14252","0"
"1998-1999","CTA Child Protection (Elaine Nile) Party","","0","0","1132","0"
"1998-1999","Democratic Labour Party","Democratic Labor Party","6986","5449","0","0"
"1998-1999","Democratic Socialist Electoral League","","30141","30120","0","0"
"1998-1999","Family Law Reform Party","","0","0","0","0"
"1998-1999","Hope Party Australia - ethics equality ecology","","29671","29508","1975","0"
"1998-1999","Liberal Party (W.A. Division) Inc","Liberal","3011890","2802310","286935","0"
"1998-1999","Liberal Party of Australia","Liberal","12448516","12255956","4938683","0"
"1998-1999","Liberal Party of Australia - ACT Division","Liberal","510214","449365","57108","0"
"1998-1999","Liberal Party of Australia - Queensland Division","Liberal","3847214","4514108","26665","0"
"1998-1999","Liberal Party of Australia - Tasmanian Division","Liberal","1221541","1392323","4062","0"
"1998-1999","Liberal Party of Australia (S.A. Division)","Liberal","2894770","2588003","36727","0"
"1998-1999","Liberal Party of Australia (Victorian Division)","Liberal","10268600","8752480","232463","0"
"1998-1999","Liberal Party of Australia, NSW Division","Liberal","16188023","18229003","2399033","0"
"1998-1999","National Party of Australia","The Nationals","569927","494506","0","0"
"1998-1999","National Party of Australia - N.S.W.","The Nationals","5139162","5557030","875133","0"
"1998-1999","National Party of Australia - Victoria","The Nationals","1349608","1327631","87929","0"
"1998-1999","National Party of Australia (Queensland)","The Nationals","2995493","3107525","1106390","0"
"1998-1999","National Party of Australia (S.A.) Inc.","The Nationals","22522","24909","26909","0"
"1998-1999","National Party of Australia (WA) Inc","The Nationals","458620","731855","261689","0"
"1998-1999","Natural Law Party","Natural Law Party","14895","17754","5845","0"
"1998-1999","Natural Law Party (ACT Branch)","Natural Law Party","0","432","0","0"
"1998-1999","Natural Law Party (NSW Branch)","Natural Law Party","2090","2024","814","0"
"1998-1999","Natural Law Party (NT Branch)","Natural Law Party","0","0","0","0"
"1998-1999","Natural Law Party (Qld Branch)","Natural Law Party","2200","2270","0","0"
"1998-1999","Natural Law Party (SA Branch)","Natural Law Party","431","413","30203","0"
"1998-1999","Natural Law Party (Tas Branch)","Natural Law Party","502","502","0","0"
"1998-1999","Natural Law Party (Vic Branch)","Natural Law Party","0","0","0","0"
"1998-1999","Natural Law Party (WA Branch)","Natural Law Party","2920","2176","0","0"
"1998-1999","No Goods and Services Tax Party","","12696","12696","0","0"
"1998-1999","Non-Custodial Parents Party","","0","4983","0","0"
